table_id,state_code,state_name,category,type,description,unit,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
croi-mo-90,MO,Missouri,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,435,418,319,307,377,423,563,435,377,389,383,383,348,348,325,331,354,348,313,528,754,1311,1172,1560,1653,1409,638,638,905,771,847,864,829,783,713,696,667,661,539,534,545,528,551,505,510,499,505,464,574,615,847,684,1015,1154,1137,852,704,664,548,484,353
croi-ms-85,MS,Mississippi,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,299703,317190,323135,339990,329307,325861,320317,331453,340506,372841,377690,371583,354380,325392,294518,270361,267218,249528,243739,216497,208481,198383,191673,182439,190101,177718,173983,162997,159807,158937,156797,156919,146056,131155,116719,115478,113152,122015,127780,104116,115095,113262,112352,111946,111604,102631,100665,119898,128203,135302,139090,139449,139995,139531,141491,142485,116649,101772,96734,96171,80619
croi-mt-85,MT,Montana,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,175392,179255,183558,179046,177753,190112,205204,202762,281068,254933,219698,200674,196643,200796,200413,190495,190321,189544,176709,173751,171587,178715,179342,169505,172614,172654,157018,145342,135360,121545,114898,113558,107196,101198,95862,95874,92330,90051,95601,86635,89482,92336,98542,112636,143364,190165,210505,202461,183257,161443,146926,140099,153665,169870,173397,163249,132625,118586,123027,130946,108044
croi-nc-95,NC,North Carolina,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croi-nd-94,ND,North Dakota,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,127554,137182,146050,145174,149240,152830,157331,146827,145232,131677,127588,125587,119619,117363,114243,118622,126005,134983,143910,179301,233955,263459,274172,294002,305382,294971,264642,239836,228189,213115,212959,208168,190785,179307,159935,170143,187439,207826,206260,190716,189770,183808,178657,170584,180682,206915,229628,259770,361468,462794,652819,884129,1405711,1811688,2288842,2456200,2161886,2235455,2627271,2949752,2474953
croi-ne-55,NE,Nebraska,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,138185,141340,144385,126707,110855,99853,80330,77563,76461,70215,66416,58360,50489,41992,38344,35496,35856,34614,34000,35194,36192,38692,39858,37004,37422,40269,41168,35328,34672,36134,34156,33826,31749,28234,24453,21999,20538,19355,18409,15445,17151,16948,16136,15967,14535,13966,13415,13543,13885,12986,13520,14755,17545,16286,17690,15419,12560,11978,11732,10883,9527
croi-nh-95,NH,New Hampshire,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croi-nj-100,NJ,New Jersey,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croi-nm-77,NM,New Mexico,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,622804,652807,634102,637658,660405,691163,720093,731635,745590,749517,743467,686790,641045,585719,572431,551365,534354,505893,483517,461964,436879,415094,411939,435980,460149,455474,439130,419502,413163,398541,390050,408419,405838,396848,381907,374146,373978,405037,419502,373381,389748,394406,391860,386216,374199,353585,344822,343238,348899,354832,380300,414804,496196,596176,725354,846659,839040,986514,1421610,1891645,2107958
croi-nv-72,NV,Nevada,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,157,893,818,684,1479,1212,1781,1618,1572,1293,864,655,580,557,748,667,829,3834,6705,7163,5104,4060,3555,4698,11061,17626,16861,18050,18734,18653,23264,19795,21582,10904,9848,7784,6136,5684,4634,4095,3602,3318,3207,2859,2685,2593,2471,2366,2529,2540,2471,2366,2134,1937,1833,1606,1585,1637,1455,1527,1115
croi-ny-103,NY,New York,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,10515,9616,9216,9738,10869,9466,10063,11438,8886,7285,6925,6531,5904,5609,5197,5075,4971,4779,4942,4959,4779,4878,4837,4820,4872,6212,4947,4118,3283,2888,2407,2477,2343,1943,1734,1763,1792,1601,1259,1195,1218,963,951,829,986,1172,1810,2198,2245,1931,2210,2175,2100,2123,2065,1635,1287,1105,1261,1561,1565
croi-oh-64,OH,Ohio,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,31349,32706,33843,35026,91982,74866,63214,57559,64983,63638,57211,48059,54276,51017,52710,55552,57965,60082,64693,69327,74982,78596,84512,86832,88572,86930,77964,70487,67924,59247,58046,53105,53343,48036,50796,47896,48169,49839,37938,34626,38135,35096,32660,32816,33541,32816,31546,29899,29510,28362,27678,27011,29644,46452,87452,152650,123595,114517,129954,159327,135554
croi-ok-104,OK,Oklahoma,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,1118895,1119870,1175846,1171380,1174639,1179958,1304066,1338344,1297013,1303428,1296729,1237215,1204271,1108983,1031153,946113,936271,907016,872645,833124,870812,893525,920002,919903,976633,943886,864809,779392,747469,681459,651183,626945,590481,560425,527643,507442,495198,483511,449952,409225,405861,397480,385242,376513,371067,355320,372569,364826,390334,389609,407137,475728,585835,722953,873080,949416,885142,949291,1140196,1228381,977372
croi-or-96,OR,Oregon,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croi-pa-104,PA,Pennsylvania,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,34852,32729,30752,29481,29655,28548,25155,25445,24128,25798,23739,22028,19958,19036,20172,18931,17510,15747,16745,16669,15376,21628,24836,24836,24847,28136,21941,19152,16414,15648,15318,14680,12395,11809,14604,11246,9814,7662,11484,8532,8700,9396,13479,14303,13897,14268,15016,16170,17394,17209,18780,19900,25050,30757,39724,40522,35888,37554,36963,37362,31483
croi-ri-78,RI,Rhode Island,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croi-sc-89,SC,South Carolina,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croi-sd-84,SD,South Dakota,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,1630,1351,980,1247,1433,1270,1386,1224,1085,916,928,1351,1270,1595,2865,2738,2593,3666,5040,4907,4437,5643,6716,6798,7772,9257,9199,9535,9611,9350,9558,9640,9031,8700,8427,7795,7291,7743,6995,6380,6786,7279,7041,7175,7871,8085,8062,9651,9860,9651,9321,9477,10173,10730,10428,9507,8045,7463,7264,6644,5958
croi-tn-91,TN,Tennessee,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,116,99,81,93,58,64,41,41,35,186,1792,2308,1148,1166,4460,3956,3468,4756,3439,3561,4309,5324,6566,6125,5336,4559,3735,3561,3486,3086,2935,2813,2906,2430,2419,2221,2210,2129,1665,1995,2007,2036,1595,1804,2094,1879,1114,1647,1960,1554,1491,1717,2152,1937,1914,1692,1471,1551,1198,1202,939
croi-tx-70,TX,Texas,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,5379378,5447308,5471272,5671135,5739216,5804308,6127692,6480449,6555601,6664147,7235420,7083023,7539574,7499885,7312336,7081272,6891268,6594513,6217629,5885352,5615319,5407630,5267659,5120884,5122409,5041464,4753651,4413580,4265871,3991380,3935172,3959173,3773613,3590722,3426263,3245947,3151384,3112187,2927040,2605551,2571703,2460923,2353501,2323851,2277741,2277086,2276390,2269314,2354440,2316097,2475249,3072915,4209495,5384679,6726080,7213013,6683754,7297941,9181148,10608326,10109771
croi-ut-55,UT,Utah,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,218045,192084,179968,193923,165735,146728,139850,139478,136323,135111,135546,137054,154106,189405,228305,245346,198963,192055,181934,160822,144872,149988,130152,171297,201196,236594,227198,207570,191504,164807,160103,141909,131776,126562,119834,115930,112526,112039,111354,94267,90689,88462,79872,75963,85515,96703,103977,113303,127826,133064,143045,152401,175183,203012,237301,212307,174681,197089,211790,210450,176142
croi-va-56,VA,Virginia,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,12,12,17,17,35,23,6,17,17,6,6,6,0,0,17,17,17,12,12,23,58,75,284,377,186,151,104,99,145,133,93,75,70,70,64,64,75,58,29,46,52,64,145,104,110,151,99,110,93,70,70,64,52,58,81,63,40,40,29,34,28
croi-vt-80,VT,Vermont,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croi-wa-83,WA,Washington,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croi-wi-95,WI,Wisconsin,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croi-wv-76,WV,West Virginia,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,13340,16008,20126,19430,19546,20474,21309,20654,19210,18003,18119,17220,15527,13833,15457,14378,14610,14604,13816,13955,13549,20143,18717,21042,20439,20619,18241,16443,15202,13009,12429,11385,11994,11878,11124,11298,9744,8752,8532,8532,8120,7111,8445,8590,10063,9837,10011,11554,12331,8706,10684,12447,14923,41986,59914,66157,43693,49372,72689,98325,108465
croi-wy-72,WY,Wyoming,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,776678,823235,787913,837561,804762,802221,779926,790610,836650,898681,930001,859061,812064,823101,811983,788469,778064,791538,796833,764962,732900,757265,686140,686157,720760,745381,703755,668549,661113,624747,602365,579582,561498,508469,461262,457527,425517,407021,375736,354531,352211,333111,317846,307226,301252,300266,307249,313873,307661,298880,312562,316187,335286,368190,441490,494355,415795,433655,502031,582170,507017
croi-us-68,US,United States,production,Crude Oil,Crude oil production (including lease condensate),Billion Btu,14934611,15206196,15521896,15965793,16163568,16521381,17561025,18651304,19308444,19556156,20401210,20032701,20041134,19493237,18574993,17729318,17261844,17453737,18433653,18103598,18248917,18146019,18308947,18391794,18848237,18992407,18375862,17674792,17278931,16116872,15571138,15700849,15222860,14494455,14102601,13886754,13722922,13658026,13235142,12451011,12358176,12281622,12160205,11959565,11550085,10974163,10766766,10741443,10613292,11340125,11610469,12012299,13847262,15872338,18612826,19700748,18522429,19545504,22785696,25559251,23501332
nuke-ak-64,AK,Alaska,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-al-94,AL,Alabama,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,3425,70195,29978,46557,210228,249788,240321,256310,260780,306734,274203,262518,152028,122308,117450,137623,121962,127533,166430,203111,187216,214054,218045,312018,310336,300698,322826,327143,317019,332650,330137,329898,330761,332992,360036,407551,415392,396557,411822,427975,426488,431368,438728,417334,446097,412584,455865,454756
nuke-ar-71,AR,Arkansas,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4024,53676,42614,54759,57113,42139,85438,100093,82852,83380,117188,105042,93900,118720,94309,93599,119387,132746,118591,142032,145531,122486,140285,149100,137403,135009,121516,154356,152024,153093,161111,142864,158952,162434,148085,158663,157017,148531,162353,124816,151428,144716,140370,132736,132996,141750,157288
nuke-az-91,AZ,Arizona,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12005,105540,140532,243215,83080,217965,263104,268149,231601,242182,283526,302902,307623,317888,317843,316839,299966,322260,297872,293158,269327,250568,280920,305726,320692,326102,327292,334636,328423,338044,340153,338636,338246,325122,333312,329471
nuke-ca-63,CA,California,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,1,55,84,2288,4369,3193,1895,6503,17003,27127,34375,38137,34266,28689,41277,66855,53107,87396,83801,95320,53665,35367,41357,61214,153366,209565,277332,317298,327209,344146,345955,330684,369043,331724,352778,317794,358119,320194,362928,348736,366845,346911,358707,370958,315634,377313,333488,375427,339506,332218,336562,383644,193939,187162,177656,193529,197754,187227,190422,168799,169773
nuke-co-79,CO,Colorado,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2421,6664,2316,7273,8261,6299,8162,598,-337,550,1812,6994,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-ct-89,CT,Connecticut,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,6056,33941,40166,39567,84173,83932,46911,88951,89590,136215,141876,151674,138231,129094,139788,150866,126367,154967,135127,197480,214482,235904,207033,209272,128355,175606,229006,210712,196995,65384,-1309,34022,132456,170674,161112,155777,167566,172470,162406,173111,171874,161305,174220,175074,166669,178959,178465,165677,182083,173363,172570,176496,174730,164095
nuke-dc-101,DC,District of Columbia,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-de-65,DE,Delaware,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-fl-102,FL,Florida,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,713,51038,87919,92177,95538,189076,172977,167438,182563,159362,213919,161446,261074,249204,233119,196026,277752,221356,230471,215001,262989,271916,278881,301978,267514,241023,326432,329450,336766,329825,351940,322868,325516,300127,327934,307215,335857,304544,250178,230369,187259,277169,291474,294099,306658,304840,306461,303946,307197
nuke-ga-83,GA,Georgia,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,34063,45666,39985,46798,55429,92015,79799,73144,84771,59331,107602,76574,159333,160615,264167,262401,272752,293149,286059,302346,322151,314302,319170,329212,328946,338660,351739,324827,346601,351921,329092,333981,341364,331235,331368,350268,338052,355674,343801,340652,353883,360633,352560,359262,350759,342766
nuke-hi-54,HI,Hawaii,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-ia-69,IA,Iowa,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14842,25235,27384,31102,13225,31432,27955,24309,25126,25177,29274,20467,31666,26348,33536,33221,31868,43475,35655,33981,42930,39191,41210,43541,39525,38041,46439,40234,47761,41559,51399,47362,53171,47398,55210,48937,46518,54572,45552,55597,43431,54836,49185,54528,51181,54671,30333
nuke-id-96,ID,Idaho,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-il-102,IL,Illinois,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,2958,6144,13870,11093,11710,11393,16358,9325,10380,9111,27600,47396,141019,218614,218667,245760,292243,307424,360238,298772,302604,325199,305891,305571,379243,415387,450809,524124,733298,791821,760711,753444,772156,823235,759385,824598,732840,535916,583254,854224,932749,964500,948761,987308,959869,973293,982498,1004100,994526,998562,1005374,1002694,1010189,1014926,1023496,1017377,1031331,1016522,1025651,1030996,1046769
nuke-in-101,IN,Indiana,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-ks-103,KS,Kansas,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40960,73616,67572,70503,102753,83328,61422,88906,82977,89145,105723,86176,88469,109219,95687,94495,108050,94413,92648,105664,92055,97570,108762,88812,91710,99876,76585,86818,74902,89512,90254,86245,111367,95854,96565,110502
nuke-ky-102,KY,Kentucky,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-la-92,LA,Louisiana,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26102,112532,128688,146152,131136,150230,146317,108433,151238,133562,164812,165578,141785,172341,137016,164734,181041,180702,168069,178110,163598,174634,179127,160658,175524,194818,173859,164092,177156,181059,160015,179391,161171,179330,145993,176988
nuke-ma-97,MA,Massachusetts,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,394,9931,8017,11181,14166,11407,12572,14707,13757,12614,13272,15554,16179,55829,32196,41636,40475,39571,60943,66113,35255,47766,46212,66116,11221,65141,25604,11863,11841,31906,53647,46304,49653,45574,40330,47133,55922,45234,59782,47218,57487,53719,60237,51880,61928,57138,60832,53701,61339,56437,61853,53212,61402,45251,60340,52236,56628,52788,46437,22734,0
nuke-md-72,MD,Maryland,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48307,70921,117181,108272,105240,119409,127095,114555,127325,126334,105434,135704,105147,124404,28777,13242,94734,111662,129208,117432,135939,127010,138657,139851,139114,144204,142612,126641,142685,152043,153443,144320,150551,153422,152180,146265,150655,142297,149048,150017,153140,154377,158004,156699,156765,157471
nuke-me-83,ME,Maine,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,586,36540,39893,49586,65496,55386,58582,48928,48040,57488,50097,62488,55552,56875,66032,42216,53192,73464,51436,65676,56104,60292,69317,2076,53166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-mi-80,MI,Michigan,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,1453,2293,2132,3983,5801,4808,4426,4113,4200,22935,32490,4641,79031,109371,110182,143373,164699,173339,188239,166124,178651,152652,142886,129671,150251,188799,225547,228682,283290,197365,299627,147836,256879,281789,229964,131076,152473,196925,278941,324615,291332,318700,343048,303305,330581,329075,228540,309636,344155,293619,302194,326800,306773,329999,338675,318655,343639,316732
nuke-mn-92,MN,Minnesota,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,8,669,1693,1498,1624,167,0,0,15106,38405,35654,48695,107372,109482,120211,126822,125146,109374,112360,112911,128164,90306,122923,116919,120643,130279,115634,128458,126427,116923,125902,127761,139149,127035,113536,122158,139148,135160,123113,142897,139799,138645,133948,137569,137437,135843,129623,140873,125134,125159,111885,132904,125900,144970,145426,152657,147280,153260
nuke-mo-102,MO,Missouri,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9978,85290,75854,65615,94731,88307,84635,104624,84647,88038,104588,86597,93376,93970,89349,89730,104205,87557,87605,101089,81658,83807,105567,98302,98025,107175,94027,98062,112317,87428,97021,109182,98630,86853,111401,95961,80843
nuke-ms-76,MS,Mississippi,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,46014,43233,80577,101592,82824,78541,95750,85587,83019,100493,84196,96886,113467,96418,88075,111534,103635,105041,113625,106707,105172,108718,98164,98215,115033,100791,108164,76456,113523,107228,122511,61680,77027,72343,115202,67569
nuke-mt-61,MT,Montana,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-nc-59,NC,North Carolina,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15477,27744,60997,108501,74080,62997,68894,101057,134819,219376,205037,214610,298644,309008,309152,274130,317795,238255,249564,338080,377308,354142,340563,406822,392121,408054,394485,413784,426332,418065,417249,417016,420029,415742,427226,425810,424073,412722,420486,428474,440248,447500,443192,439915,437683,441997
nuke-nd-58,ND,North Dakota,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-ne-75,NE,Nebraska,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,886,1082,-64,0,0,0,0,0,0,0,6536,44596,65153,64335,80249,84522,94196,63082,66048,96917,66321,62676,43911,81009,89684,72391,85480,79485,84372,91605,71481,66321,78650,99325,97267,86643,105452,89988,91127,105696,83344,106796,91856,93943,115815,99075,98682,115540,72549,60795,71736,105655,107976,97798,72300,58884,72589,64621
nuke-nh-60,NH,New Hampshire,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43182,71164,82393,95028,64842,88042,103399,83736,87988,90667,82617,90778,97054,96677,106132,98682,98067,112902,97729,92214,114032,87508,85814,114173,106350,99186,112551,104493,105195,113890,103012
nuke-nj-101,NJ,New Jersey,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,1182,37917,41455,47008,39087,41000,34645,42587,74941,89372,71918,83192,128776,155455,69006,60825,188752,156254,237006,253285,243746,251538,260072,226122,261888,231296,176576,115826,145951,284643,302746,298041,318190,322299,309629,282407,327604,339846,335757,336500,359036,342526,351658,346962,348784,329533,347851,312569,355948,334373,278147,279201
nuke-nm-97,NM,New Mexico,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-nv-79,NV,Nevada,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-ny-99,NY,New York,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,706,7017,4555,8585,9274,13321,12131,14042,46908,70670,69775,78793,103490,144387,172988,221730,237431,201340,210259,192412,159870,178577,229730,255910,233632,239397,256306,241794,249982,298252,252926,282445,305527,276714,369977,310304,328512,386844,328597,421845,413686,423959,423797,442937,440606,445288,451622,454806,437620,446761,427277,467651,450141,466457,434791,441029,448718,468481,401287
nuke-oh-69,OH,Ohio,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,207,255,17,0,0,0,0,0,0,0,0,0,0,5039,26533,34412,23115,48607,35722,53479,46759,20638,254,78448,89635,133993,112845,155507,155028,105152,114473,176182,146195,160882,172847,171610,175013,161488,113451,88327,166328,154481,175798,165349,183055,159040,165192,155806,179055,168451,170319,181726,175893,184997,191483,177624,190243
nuke-ok-83,OK,Oklahoma,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-or-79,OR,Oregon,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23227,69916,17104,48900,58844,70856,53062,40186,51348,73406,74912,45399,67204,56080,64273,15363,47880,-223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-pa-84,PA,Pennsylvania,production,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,2674,3548,3717,4221,301,3691,6107,6968,5286,4579,5102,4823,3112,3941,78108,174766,181447,191913,244304,204484,131893,157462,182395,160505,233815,278637,421260,365282,401416,414489,611503,602575,629650,623208,702446,698311,721262,709967,641517,743282,769361,769971,794521,774989,807739,796157,785731,811600,822134,808770,813462,796798,787753,822483,823277,842044,867302,870187,872749,869084,799036
