table_id,state_code,state_name,category,type,description,unit,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
coal-ga-5,GA,Georgia,Consumption,Coal,Coal total consumption,Billion Btu,88950,90769,87199,115509,123813,152600,177237,165942,194909,202716,193155,219607,261592,271501,283947,311988,347552,415733,434380,469598,521518,552108,535439,584816,681531,725678,692512,710572,698991,666790,714128,643363,613139,655174,685757,723817,723082,767969,767394,782617,819530,772021,807121,819031,834991,901010,892732,934773,885849,723449,767906,634756,435546,426184,482657,394665,399279,344273,340152,273109,153179
coal-hi-50,HI,Hawaii,Consumption,Coal,Coal total consumption,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,1040,941,1124,395,1573,1242,795,721,1063,6750,15575,15740,19914,20371,20513,18223,17691,17653,17774,16618,18044,17913,16506,16102,17107,18095,17083,17117,16080,16572,15306,17241,15632,16431,14948,14367,14179,13281
coal-ia-3,IA,Iowa,Consumption,Coal,Coal total consumption,Billion Btu,115945,104513,114293,116201,112797,126638,125400,120832,120036,127011,130867,124704,144863,148656,128173,131562,169471,185141,201296,219445,234425,252126,243876,253663,251547,268806,262130,287346,306130,317665,334999,349273,329253,344102,348935,372311,383702,391698,424859,432009,445888,443921,441534,444587,443221,429777,435187,465167,485218,444574,493794,463138,422595,402402,401151,348293,298006,300287,325673,266368,183017
coal-id-50,ID,Idaho,Consumption,Coal,Coal total consumption,Billion Btu,16845,17103,18028,16589,18234,15863,14867,13401,11552,9853,7935,12157,10531,10636,11362,13416,15162,12102,11424,11856,9610,9801,10358,9466,9020,8870,8617,8859,9710,9757,10086,12271,9620,9782,9663,8946,7311,6410,8783,7976,13732,11395,10194,10219,12336,11286,8212,10261,8604,8443,8527,7846,5186,7965,7472,4249,2432,2615,2823,2364,2663
coal-il-13,IL,Illinois,Consumption,Coal,Coal total consumption,Billion Btu,914648,899157,912473,912344,944485,1014492,1072076,1030722,1006199,1012703,920303,843847,852205,884606,874930,845574,862231,860555,841562,845402,844481,796603,778512,848229,833205,811110,804201,783231,745182,720967,748159,757572,698647,812832,825387,826679,919858,974920,949046,958832,1016555,983729,986832,1010087,1069538,1047532,1045398,1091382,1103163,1014972,1069037,1052224,969294,1026925,1017855,850430,702467,685000,704574,591909,391150
coal-in-28,IN,Indiana,Consumption,Coal,Coal total consumption,Billion Btu,794942,798090,785052,815496,860401,900562,967518,930848,961526,996123,1006824,942253,1050876,1097874,1038072,1061168,1062942,1109953,1074576,1171644,1156965,1150611,1007163,1105128,1209499,1193273,1130131,1166555,1267244,1292598,1361800,1338976,1291098,1319875,1297228,1344410,1374505,1423469,1447976,1477167,1595037,1569235,1547530,1570700,1614210,1594399,1587100,1572084,1558078,1365413,1449371,1333442,1193465,1198611,1221492,1007472,948386,929271,985668,821545,669310
coal-ks-27,KS,Kansas,Consumption,Coal,Coal total consumption,Billion Btu,15724,13478,14595,16716,14827,15282,13680,12231,12740,9771,10701,10817,12416,24625,39107,62280,73379,89517,136849,147482,191574,212932,212511,231156,274843,259501,251692,267406,269294,267926,271741,268537,253303,302570,300955,289709,338314,310907,309382,329308,362797,354647,391664,389464,385498,379823,364212,396333,371804,356079,359908,346521,307585,326817,316572,273416,253121,216747,227665,197779,193779
coal-ky-46,KY,Kentucky,Consumption,Coal,Coal total consumption,Billion Btu,286738,288113,287376,368036,401711,415492,426294,434203,444142,470838,527054,550397,583808,573386,593822,558334,617452,613466,617183,609287,641685,663926,626978,637850,670985,716929,749913,746716,821777,767632,803503,802748,812932,921147,896399,929379,952091,977760,958990,987592,997621,1013055,950941,943652,961759,986263,1023263,1020709,1024816,937106,1009823,1010623,909705,914774,913452,796484,736584,639356,655909,574502,482266
coal-la-13,LA,Louisiana,Consumption,Coal,Coal total consumption,Billion Btu,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1774,3747,2518,2456,23727,64251,106718,119071,159097,171903,172355,212090,207701,208871,214236,223538,223457,230869,216826,205405,226065,225283,227687,253263,239990,232109,247978,256716,253518,265214,249800,262470,252519,259750,269993,238811,228055,209973,174221,140513,142267,137818,90701,48718
coal-ma-13,MA,Massachusetts,Consumption,Coal,Coal total consumption,Billion Btu,118745,120459,119907,115969,123421,127922,112103,101438,87696,60429,21393,13054,7677,5151,26447,24484,3953,4008,3163,4632,22845,26644,89641,96877,116021,110246,99755,117626,116851,121873,114004,117917,112044,99579,101755,105363,113698,122896,109862,113610,114658,109014,118358,109373,105075,119333,112173,120168,106897,92056,83850,42963,24036,42208,29871,24177,20115,12407,101,71,0
coal-md-24,MD,Maryland,Consumption,Coal,Coal total consumption,Billion Btu,226566,230214,252310,275328,300629,327393,339046,350715,362795,355397,311292,273953,226421,256761,217510,197160,245318,189728,209720,240709,235710,210368,217256,232600,270158,256210,275042,288901,301217,295785,286482,274761,247493,261730,268862,289562,292476,289686,303896,305186,312162,318851,325834,329590,327239,329304,324657,327979,309294,266860,266067,241190,192334,183191,201220,165994,162931,106973,124191,77301,49692
coal-me-12,ME,Maine,Consumption,Coal,Coal total consumption,Billion Btu,20408,19505,17821,12541,8082,7992,7401,5618,4592,4272,2166,2301,1402,1418,1957,1311,1050,603,719,778,3008,3141,6935,5895,4951,5093,9294,6849,6906,6757,10413,15409,27500,17377,17631,10995,9827,8966,7294,6864,9980,7875,8000,7481,7336,7059,6618,6583,5908,1652,2279,1542,1299,1657,2142,2588,2194,2168,2113,2160,1657
coal-mi-24,MI,Michigan,Consumption,Coal,Coal total consumption,Billion Btu,653141,637466,695978,758970,780945,830191,897159,870628,933607,908860,828881,837639,843677,791284,709962,750983,717683,692982,671257,758928,759026,757492,711387,706594,747632,781884,811930,840236,830904,790246,788043,764149,707470,715473,800996,786684,796303,781123,826852,832638,799800,789703,739866,747940,773825,799463,773595,801178,799969,735907,749285,691150,621633,658172,618479,617280,471236,499439,506105,447823,334428
coal-mn-42,MN,Minnesota,Consumption,Coal,Coal total consumption,Billion Btu,131265,130948,131206,138716,156354,159987,171398,161175,150563,191156,179727,155594,161572,180736,188665,191490,222441,264929,255741,229460,242420,244190,212528,211168,231376,226094,201382,255980,303592,324899,325469,301476,300773,325850,332848,337972,354571,341636,357030,341475,373775,353305,360822,390691,378775,379114,370814,366208,359359,328678,315438,315604,257875,267695,313073,271570,261250,257594,261530,205139,162702
coal-mo-35,MO,Missouri,Consumption,Coal,Coal total consumption,Billion Btu,170906,158523,180520,180670,183420,189620,190661,188991,212261,244510,279245,294143,334355,383451,382005,430226,468324,503909,485655,512505,531438,536042,523817,564360,593295,529684,512338,528040,547281,550407,539572,533887,522331,467752,539958,593728,631084,670589,695687,687170,688905,716378,725679,795634,807466,835663,829054,802879,792918,765617,801625,825650,768297,806549,780707,696401,639860,709796,668188,584662,551341
coal-ms-27,MS,Mississippi,Consumption,Coal,Coal total consumption,Billion Btu,753,655,708,763,729,1020,898,962,7317,14757,13225,13498,13952,29485,34581,33355,42531,38658,40994,59765,74997,82948,100518,96091,103950,109381,108771,122372,129622,95648,103944,95302,86785,99325,97270,103786,127780,132171,125930,137608,147481,198275,154339,178949,184992,176286,190057,185063,177166,141675,148463,107546,82456,97767,116537,71626,61219,53779,60015,51028,54188
coal-mt-23,MT,Montana,Consumption,Coal,Coal total consumption,Billion Btu,3999,5149,5670,5372,5811,5537,5805,5484,6719,9648,12023,11475,13182,15243,14717,18630,42179,57814,57597,63407,60228,62539,48650,42786,90265,99055,133247,132937,181480,179360,168848,184213,194093,161903,193689,175304,138751,162568,186099,186770,176779,184401,166322,188981,195620,199495,194307,202480,203260,172812,203339,165687,157308,166104,175357,178421,161938,156073,152295,159165,98886
coal-nc-16,NC,North Carolina,Consumption,Coal,Coal total consumption,Billion Btu,231342,244241,260487,282911,295013,325866,380312,405418,446588,472767,491383,484598,492784,531706,522825,476522,544481,548103,499873,558638,624696,655284,622104,594999,558943,550505,583153,500936,515435,591439,568294,567411,649160,689419,632792,662870,744253,765927,754322,742398,786114,756311,770928,771618,782692,811939,777871,827974,794693,678673,749091,624783,534713,493771,501592,405525,381761,350286,325121,318154,223906
coal-nd-42,ND,North Dakota,Consumption,Coal,Coal total consumption,Billion Btu,30531,30011,28384,24937,26502,24746,36034,44028,48467,49996,57471,67672,72820,71095,76484,67943,91487,107264,129778,148077,163322,172400,198916,213444,256659,301957,310868,319324,369782,363811,374517,378936,399188,399919,402452,399757,403951,385988,409226,411323,424563,420001,422809,420832,398381,431133,414838,420719,424615,423267,409684,394771,406344,393193,399195,408091,394579,397875,407262,372018,363255
coal-ne-17,NE,Nebraska,Consumption,Coal,Coal total consumption,Billion Btu,20010,18164,23047,24513,23650,20815,19748,18303,17192,27082,29716,26322,33509,36867,32763,32886,53712,59344,59813,77604,93942,98584,96746,104815,124257,115478,109935,116462,139344,131097,142021,152008,140933,166207,160506,179482,178884,193334,204797,198490,206938,226691,217939,227290,223624,228667,227444,216872,234654,249593,254552,285384,272587,292956,276544,266319,240465,233809,264072,240414,213747
coal-nh-23,NH,New Hampshire,Consumption,Coal,Coal total consumption,Billion Btu,5390,12308,12330,11520,11755,11171,9655,10247,22297,26956,27149,25496,30649,28325,25275,26187,20331,26470,20409,29080,29275,24226,27624,29383,34056,39719,25052,31550,32754,31544,31544,34784,34679,37485,33580,35576,36142,44527,38623,35408,44033,40125,39845,41633,43446,44169,44807,44899,40241,32844,33827,24489,14191,16778,14867,10989,5277,3617,7798,4182,1518
coal-nj-26,NJ,New Jersey,Consumption,Coal,Coal total consumption,Billion Btu,168775,193959,195944,193035,206555,236647,236575,198642,188734,141206,123291,91498,31985,66132,82477,60498,70596,71011,60820,59195,68692,75464,78375,91632,84013,103310,77882,90538,81127,94831,80800,61891,62741,63133,65071,79902,86606,99889,86235,88984,114734,112207,104849,106857,112707,125332,116093,111799,97671,59563,71961,49592,25589,25910,30731,22925,17455,16488,16732,13780,12144
coal-nm-3,NM,New Mexico,Consumption,Coal,Coal total consumption,Billion Btu,4064,3303,2451,15765,31271,44277,37029,44143,42971,50226,99380,120695,123807,134490,140947,132535,137492,153922,145738,152939,202870,196933,225549,263654,252868,268374,241600,260668,266124,279835,275661,234301,267469,270273,278385,275217,279149,288506,290367,298105,305513,297096,284132,305641,309418,317916,316221,296067,284346,306162,267474,284737,263439,256377,215348,215703,197083,199114,136824,151468,138968
coal-nv-36,NV,Nevada,Consumption,Coal,Coal total consumption,Billion Btu,3962,3740,4218,3387,3234,7892,10862,9379,14582,16679,17290,36438,84363,90083,100463,101298,111294,115938,91272,99307,93216,112197,146479,140246,155582,126210,161583,154875,183513,170222,165306,180259,178836,172371,180270,162497,169470,166666,184243,181616,199339,188572,164775,182553,193634,197799,84225,82871,88619,83812,80228,62701,52850,64838,79230,36635,30765,27297,34996,37177,27778
coal-ny-2,NY,New York,Consumption,Coal,Coal total consumption,Billion Btu,691728,634013,620891,643946,739638,755238,731385,726567,700146,656531,598940,435654,355384,369320,374196,312508,363821,336851,297344,315174,313708,308653,288982,268018,299885,301368,253341,294305,332998,363802,349779,352268,355983,326194,316750,305274,311795,325232,337438,317998,330844,306993,280584,286179,276470,256879,256345,258450,228985,155965,167094,125181,72914,68707,64655,41241,29679,19553,16710,13648,5681
coal-oh-48,OH,Ohio,Consumption,Coal,Coal total consumption,Billion Btu,1269205,1159286,1229713,1243806,1272289,1324406,1420418,1405472,1478634,1556077,1571427,1490481,1561035,1622805,1642125,1619050,1653336,1669162,1622430,1668432,1528107,1534900,1392042,1321092,1361844,1389464,1431837,1433056,1474684,1468632,1425314,1413415,1416870,1431633,1386079,1379803,1447126,1407234,1450165,1382205,1428454,1362828,1396899,1443498,1391290,1481045,1450797,1463773,1438432,1267267,1355137,1222606,1019140,1104486,1057377,865714,825311,810953,717818,594257,556769
coal-ok-19,OK,Oklahoma,Consumption,Coal,Coal total consumption,Billion Btu,1826,1452,1072,1685,1035,697,695,567,465,144,154,164,165,4085,4187,537,1541,12381,43718,60391,106346,157728,203812,219296,230922,237168,217945,240662,269419,270329,278807,312747,328337,355829,333445,369889,373093,392437,370064,360598,381089,376112,391379,393790,372093,397379,384418,373217,391688,373271,346047,378320,327089,335925,336080,280748,221842,198309,171280,93953,70714
coal-or-9,OR,Oregon,Consumption,Coal,Coal total consumption,Billion Btu,8943,9420,8805,7455,6833,7110,6521,4802,3898,3950,3047,3376,2240,2144,3251,2673,5876,5223,4672,4679,12102,25826,11803,9888,11814,10045,2911,3679,3115,6734,15658,32760,40780,37131,44583,20173,20261,16363,36133,38604,38700,43365,37751,44884,36460,35624,26895,45461,41408,33150,42556,35135,28259,38900,34238,26515,19440,18723,16911,27430,17811
coal-pa-50,PA,Pennsylvania,Consumption,Coal,Coal total consumption,Billion Btu,1530508,1431872,1477609,1538471,1699047,1751318,1746453,1701151,1725890,1628975,1698980,1619609,1662309,1798616,1661359,1646695,1682817,1577975,1572452,1756262,1636051,1495944,1291496,1337526,1462314,1409068,1318385,1381080,1466212,1490936,1469705,1425228,1473154,1487022,1439646,1484091,1543719,1569642,1466042,1414957,1508091,1392203,1457349,1461986,1474310,1490836,1499292,1491907,1421091,1223937,1310670,1212984,1093178,1126118,1039161,878829,734838,669540,644056,568781,374254
coal-ri-13,RI,Rhode Island,Consumption,Coal,Coal total consumption,Billion Btu,16754,15116,14953,13308,11022,11461,10581,6545,3297,242,228,211,157,149,954,147,146,117,123,122,165,192,197,172,225,213,705,130,4386,679,129,101,123,72,75,74,81,71,59,41,52,50,76,101,76,76,49,39,0,0,0,0,0,0,0,0,0,0,0,0,0
coal-sc-44,SC,South Carolina,Consumption,Coal,Coal total consumption,Billion Btu,96414,103498,108500,118239,108707,121474,132867,134348,123989,131995,140118,152014,174934,167908,155268,140171,171042,189564,192321,206761,245769,266523,271483,233856,244040,262653,263944,295325,301780,302156,289222,290951,288325,329445,330813,314509,352579,361385,373368,402153,432195,414459,404455,419663,433868,431086,432220,444046,445454,371981,404966,366160,298572,257319,305656,241217,221865,192751,205204,160703,137280
coal-sd-3,SD,South Dakota,Consumption,Coal,Coal total consumption,Billion Btu,6707,6273,6725,6221,5539,5652,5239,5553,5218,5503,5674,5817,5309,6341,7356,24282,37063,35614,38551,35473,36564,36204,36957,30709,34414,34530,29205,14564,33805,34299,34882,38674,36042,36371,41355,37429,33538,42942,41015,46304,50602,44372,39957,43017,43562,36952,39570,33256,43098,37480,39061,32112,35574,34246,33062,19616,26660,26114,27618,31420,21692
coal-tn-37,TN,Tennessee,Consumption,Coal,Coal total consumption,Billion Btu,374478,354174,347170,386275,336101,338853,363659,351990,439263,436716,403742,369984,444326,532943,470336,471919,561514,553721,564711,542302,576894,565947,470661,547105,555270,599665,605739,596507,610560,566938,600526,565397,590306,685674,622698,669028,650760,680608,651838,648342,705059,687352,655906,621425,648005,657711,677174,672766,643796,477713,515464,481127,423086,399768,427509,370650,379775,334567,251835,216876,176104
coal-tx-43,TX,Texas,Consumption,Coal,Coal total consumption,Billion Btu,24974,18203,20582,19173,26232,29182,27844,23523,24996,25141,30767,24048,50140,125909,133141,196172,226342,288187,418438,587642,734145,858514,931065,1016758,1074868,1148998,1162745,1203925,1264113,1335906,1333671,1333449,1324063,1430676,1389409,1364800,1485577,1523201,1488589,1530426,1548184,1492977,1550325,1603971,1626029,1627863,1610301,1609155,1605925,1497854,1568060,1695239,1498818,1597357,1585961,1340422,1323111,1451978,1189311,992721,872845
coal-ut-44,UT,Utah,Consumption,Coal,Coal total consumption,Billion Btu,90967,81964,65575,62411,71031,75449,79119,72396,73920,78445,78777,78743,77580,98848,107648,115740,101774,132845,143943,170907,168254,175686,159560,160238,185637,199366,188954,273790,337985,349724,366842,344365,363056,370982,380866,361424,359984,375105,396129,384060,403068,384453,370551,379185,399704,405546,382757,391386,395878,364994,356148,346181,322055,355230,344054,330043,269016,274816,273117,266989,244280
coal-va-31,VA,Virginia,Consumption,Coal,Coal total consumption,Billion Btu,316395,328073,345482,360181,370395,386296,386377,369977,383807,328714,275311,230247,198893,195912,176954,169188,202247,187029,170626,213734,231849,264301,259723,275468,306947,297127,303266,337881,342900,384191,355067,379934,379542,397271,371724,385108,428703,432781,438490,444542,506961,487601,482759,464353,452557,458452,433606,458200,415102,334605,346161,288348,222270,290508,278183,232427,222938,159813,149349,85120,75434
coal-vt-27,VT,Vermont,Consumption,Coal,Coal total consumption,Billion Btu,3507,3906,3019,3352,2730,2707,2198,2059,1884,2074,2129,1942,1355,1473,1469,744,579,719,477,595,537,1030,1264,1164,1394,1982,653,315,284,236,201,307,508,145,124,74,42,2695,53,2016,26,50,25,25,25,25,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0
coal-wa-33,WA,Washington,Consumption,Coal,Coal total consumption,Billion Btu,15231,15709,15652,13194,11827,12134,11134,8265,6977,7065,5860,6396,36581,64974,54167,76241,81205,102385,84724,99003,90956,90872,74069,80210,82282,93669,63279,95700,99099,96650,85575,89085,106087,97804,106884,69790,90901,80465,103476,96875,106240,99441,100832,118207,112539,112284,69150,95737,94601,84048,94934,56951,42656,74955,76547,58273,53302,61732,61166,80837,59443
coal-wi-18,WI,Wisconsin,Consumption,Coal,Coal total consumption,Billion Btu,304624,307795,310326,319255,333408,347925,370695,360809,356191,373891,381558,337268,333641,310735,278640,272045,303970,307515,296054,321063,327310,327327,324150,352824,363416,360704,371384,386561,394074,389885,394460,405601,395035,403278,424867,441615,454596,486597,472029,480722,499233,494043,491990,488239,499212,522521,462732,465083,480712,425941,458442,447370,373281,454554,417096,408189,357335,388614,362077,280108,249316
coal-wv-37,WV,West Virginia,Consumption,Coal,Coal total consumption,Billion Btu,354418,386400,391870,438083,467210,477365,520023,543103,601879,624054,612375,618797,716520,810162,841804,817441,872351,847721,785705,828830,857779,877497,807953,826149,898445,871750,877243,871744,915425,932539,873485,802006,812735,821171,890802,871336,913619,937708,978340,993017,977817,866590,993467,978415,937062,959657,958880,983259,955628,742922,848129,822645,756716,771188,816460,730949,751957,710445,661760,621722,539707
coal-wy-10,WY,Wyoming,Consumption,Coal,Coal total consumption,Billion Btu,15763,20100,23749,30292,32379,34454,41450,39826,43608,55566,63488,58819,80086,102406,109107,128034,179069,230740,228079,268946,268122,318915,333591,313646,359414,405502,336607,428126,445702,425603,459772,450771,491324,467772,490891,463533,474076,468350,516261,496169,506147,499817,480360,493897,500526,490940,489325,494955,500109,473912,484239,467671,490128,520699,489300,487177,457315,458496,455748,410221,388253
coal-us-23,US,United States,Consumption,Coal,Coal total consumption,Billion Btu,9830513,9618013,9904585,10414512,10967543,11582398,12145291,11917043,12337535,12383168,12268895,11603202,12109530,12960121,12651009,12655613,13575890,13907111,13769684,15041652,15460982,15937724,15269049,15867060,17013578,17540071,17240884,17949877,18885663,19055165,19167682,18989140,19117802,19836126,19903559,20098843,21002157,21443603,21583324,21582103,22575538,21906355,21902852,22322634,22464302,22793450,22444214,22747914,22382816,19691342,20828382,19663856,17380923,18038771,17996577,15548985,14227138,13839632,13249958,11314925,9182696
natg-ak-46,AK,Alaska,Consumption,Natural Gas,Natural gas total consumption (excluding supplemental gaseous fuels),Billion Btu,2034,2300,4048,5567,6805,7670,12282,11889,17636,42940,64045,68045,75032,63703,63188,85175,90571,116859,145025,157236,153805,122214,237881,239678,258039,214042,208311,251512,288798,321207,326826,367952,383887,375971,367592,432813,443629,425394,434437,422817,437972,413049,420808,415891,407944,434704,375719,372186,343938,343971,334978,339819,347228,332631,329274,333936,330883,343899,346255,343384,373567
natg-al-18,AL,Alabama,Consumption,Natural Gas,Natural gas total consumption (excluding supplemental gaseous fuels),Billion Btu,190706,191533,201250,211348,230316,236949,240755,262055,296690,310822,307750,294838,287100,279958,282454,271747,232758,248715,244969,291485,278342,281022,253391,229993,239598,227780,210226,214611,243192,253577,252128,261476,287947,302250,299250,332399,337764,337431,341973,349076,368472,344004,389965,360483,391927,363398,402044,430649,414260,466272,544405,609288,677380,625869,650570,701582,715033,681208,771194,748731,712874
natg-ar-21,AR,Arkansas,Consumption,Natural Gas,Natural gas total consumption (excluding supplemental gaseous fuels),Billion Btu,222202,215311,235477,252846,278852,277661,289632,295756,321569,349990,383478,334979,317640,327475,290102,257445,248194,234379,220898,255010,273987,265043,227389,211726,214432,199350,202982,172340,218787,251139,234465,212680,226598,232682,247187,271956,274991,264019,272888,257666,256114,231590,247899,254571,217921,216600,240885,229610,238424,248100,274774,288906,300572,288045,273009,296826,315617,317530,366939,371388,335437
natg-az-34,AZ,Arizona,Consumption,Natural Gas,Natural gas total consumption (excluding supplemental gaseous fuels),Billion Btu,140275,159093,163461,169533,174623,166063,174448,169085,189965,210332,204383,225898,241355,226325,204955,164346,180181,176449,186366,180580,173970,192208,142323,120418,126844,137315,105103,121301,128594,151468,130781,128178,133771,118159,139733,127945,125265,137588,161086,167770,208137,244424,255247,275650,356264,329302,365230,401992,409966,377504,336208,293134,339043,340375,315916,365313,373916,334629,400531,484249,513537
natg-ca-35,CA,California,Consumption,Natural Gas,Natural gas total consumption (excluding supplemental gaseous fuels),Billion Btu,1301826,1400174,1483423,1623370,1817241,1813213,1982305,2048734,2187260,2189883,2241295,2265324,2303562,2154045,1937140,1937322,1849711,1864187,1646333,1900357,1890887,1947370,1765171,1601037,1739833,1925459,1591045,1992956,1860391,2047845,2101602,2208285,2294135,2213111,2334777,2109956,2017680,2185029,2418688,2379558,2456438,2513856,2318656,2317062,2462247,2304463,2375929,2467545,2472612,2391374,2325411,2196252,2456371,2480792,2409574,2384061,2248939,2190994,2209801,2218732,2143958
natg-co-26,CO,Colorado,Consumption,Natural Gas,Natural gas total consumption (excluding supplemental gaseous fuels),Billion Btu,194963,210872,202310,180366,205251,204483,207693,210209,253481,268895,274987,281846,301651,311694,302725,280996,276287,253994,234600,260824,244771,201432,216115,207120,220950,209799,190320,201536,218567,240556,232296,268787,259036,286366,272152,288383,315855,311900,328897,330896,366094,464062,457708,436873,440720,478520,458911,512841,508491,525999,505628,477208,456471,480875,497182,490642,464749,462135,518088,553842,552271
natg-ct-6,CT,Connecticut,Consumption,Natural Gas,Natural gas total consumption (excluding supplemental gaseous fuels),Billion Btu,29449,31424,33355,35575,38627,41720,48744,50826,54053,58405,61543,62417,65032,63548,67139,64331,66382,64709,66038,68752,74033,77126,79253,76286,83245,80208,80962,94504,90697,101745,108843,115683,126132,125793,134374,144867,139102,148585,134891,155870,163696,149344,181665,157252,165862,171150,175870,183604,169802,188570,203814,236016,236260,240102,242227,260925,254652,246532,285991,293149,297582
