table_id,state_code,state_name,category,type,description,unit,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
nuke-nv-52,NV,Nevada,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-ny-10,NY,New York,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,706,7017,4555,8585,9274,13321,12131,14042,46908,70670,69775,78793,103490,144387,172988,221730,237431,201340,210259,192412,159870,178577,229730,255910,233632,239397,256306,241794,249982,298252,252926,282445,305527,276714,369977,310304,328512,386844,328597,421845,413686,423959,423797,442937,440606,445288,451622,454806,437620,446761,427277,467651,450141,466457,434791,441029,448718,468481,401287
nuke-oh-28,OH,Ohio,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,207,255,17,0,0,0,0,0,0,0,0,0,0,5039,26533,34412,23115,48607,35722,53479,46759,20638,254,78448,89635,133993,112845,155507,155028,105152,114473,176182,146195,160882,172847,171610,175013,161488,113451,88327,166328,154481,175798,165349,183055,159040,165192,155806,179055,168451,170319,181726,175893,184997,191483,177624,190243
nuke-ok-51,OK,Oklahoma,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-or-49,OR,Oregon,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23227,69916,17104,48900,58844,70856,53062,40186,51348,73406,74912,45399,67204,56080,64273,15363,47880,-223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-pa-45,PA,Pennsylvania,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,2674,3548,3717,4221,301,3691,6107,6968,5286,4579,5102,4823,3112,3941,78108,174766,181447,191913,244304,204484,131893,157462,182395,160505,233815,278637,421260,365282,401416,414489,611503,602575,629650,623208,702446,698311,721262,709967,641517,743282,769361,769971,794521,774989,807739,796157,785731,811600,822134,808770,813462,796798,787753,822483,823277,842044,867302,870187,872749,869084,799036
nuke-ri-4,RI,Rhode Island,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-sc-2,SC,South Carolina,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,468,880,852,94,0,0,76,26162,52110,67229,123406,214291,197186,185645,212875,198220,189846,191120,145677,278962,251939,338056,376882,410268,431984,431569,453763,451945,476813,485168,464760,516666,457627,471343,511535,531002,530708,520792,556829,525453,533920,554544,530071,558014,541026,545434,543379,553573,535952,566879,548246,555909,583883,568390,551151,585828,571711
nuke-sd-46,SD,South Dakota,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,105,770,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-tn-13,TN,Tennessee,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660,51886,111885,153222,135551,102737,-1107,-1124,41776,165130,148175,173895,163909,34714,124717,165048,240773,258656,297814,284525,269327,298424,287927,251718,298369,290153,257523,301038,282514,281996,289930,281682,263045,297732,289401,261037,309357,332779,378224,372992,383098
nuke-tx-34,TX,Texas,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40201,105722,167823,207582,256502,130321,300448,379842,375656,392031,405846,384141,391670,398535,371923,348485,421660,398994,430593,429577,425682,434024,432036,414881,402823,400353,410907,411571,440109,403523,430597,431234,432703
nuke-ut-39,UT,Utah,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-va-51,VA,Virginia,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,4836,74765,66437,98782,85506,102103,154249,76758,125071,196535,192897,203636,184824,236905,224429,189468,223036,150955,252065,250424,244334,238323,265782,264092,276085,284220,285716,295742,295361,269003,285549,258633,295272,291357,287938,286019,291932,295072,277729,267334,300992,306430,316081,293455,310966,319562,305826,308013,314722
nuke-vt-31,VT,Vermont,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,1828,17422,27708,39220,36013,38097,35456,37521,32497,39362,46222,31298,36170,31860,21776,36927,43615,38171,38267,43072,39105,35421,45106,40541,39899,44776,35226,42418,47432,43559,41378,46317,40231,42491,53287,49337,51163,56067,49986,51351,52283,50639,52929,0,0,0,0,0,0
nuke-wa-20,WA,Washington,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,11497,23287,44091,40475,28693,27667,31500,48321,43409,36432,26568,46468,45301,39301,22269,22523,40206,38098,57614,85377,89276,57728,63616,64745,60762,44346,59605,74946,70444,72938,58691,65526,72556,63598,89744,86159,94484,79360,93660,86016,97341,85051,96886,69385,96588,50293,97808,88408,99332,85347,100674,85013,101502,92584,98437
nuke-wi-44,WI,Wisconsin,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,1725,37596,35547,64894,92144,113356,118450,117864,128208,113175,108111,107201,113696,101404,116513,116623,118477,118109,121546,114802,118793,115234,117350,120424,120370,115258,106305,41093,98586,120120,120059,120168,129991,127310,123966,103535,127657,135416,127039,132653,138812,120962,149845,121994,98807,104666,106173,100919,105900,104736,102032
nuke-wv-2,WV,West Virginia,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-wy-46,WY,Wyoming,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke-us-14,US,United States,Consumption,Nuclear,Nuclear energy consumed for electricity generation,Billion Btu,6026,19678,26394,38147,39819,43164,64158,88456,141534,153722,239347,412939,583752,910177,1272083,1899798,2111121,2701762,3024126,2775827,2739169,3007589,3131148,3202549,3552531,4075563,4380109,4753933,5586968,5602161,6104350,6422132,6479206,6410499,6693877,7075436,7086674,6596992,7067809,7610256,7862349,8028853,8145429,7959622,8222774,8160810,8214626,8458589,8426491,8355220,8434433,8268698,8061822,8244433,8337559,8336886,8426753,8418968,8438068,8451852,8247915
petro-ak-18,AK,Alaska,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,45410,51008,53752,55429,58130,61705,65655,76363,80412,92045,95999,109703,117919,112132,117486,123119,141170,154922,163486,127623,129309,135710,149249,175955,200815,237018,273084,231366,215477,231924,226509,204675,212539,213456,219277,235221,242048,256040,258658,275510,275255,289334,277400,285417,334121,333091,342272,323089,278725,265166,272588,269021,250727,231561,226262,236966,219904,216757,216054,221066,222491
petro-al-39,AL,Alabama,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,236010,232362,239387,251791,256646,261907,272450,277348,306563,337296,352050,364985,405130,450532,476203,487794,532874,573518,577713,491310,450362,444499,440359,415569,415550,410037,425299,460724,463721,487915,482913,486549,491998,498060,525738,536342,539104,524929,518605,536391,559735,534772,562366,561731,609981,606840,611265,601179,566323,517542,521434,521527,513751,492104,491040,512064,538768,530813,518058,529090,525533
petro-ar-47,AR,Arkansas,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,148055,159835,166202,172970,184126,178998,194561,200031,219831,237000,246630,269003,311260,352744,354177,341236,379963,424446,421092,358872,299725,289016,281576,284711,263495,263729,263545,263304,276538,275348,265920,261975,271674,284367,297298,306763,308927,320440,321517,350550,357586,353382,356282,357343,361081,358312,358679,359757,354937,335526,342817,337975,320965,320684,325487,314418,322423,321405,325863,330176,315085
petro-az-28,AZ,Arizona,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,121344,126775,135742,144241,147476,145724,159220,167963,188622,201360,213298,221223,261095,325852,325753,306751,307360,351150,357372,345796,301281,284450,278455,289170,311927,317106,334630,341954,347703,352657,347239,354652,365236,379251,387714,407598,430032,430092,468094,494547,502693,514052,526176,537072,558357,573763,582623,571417,542166,498461,550205,553940,540510,546616,545383,561231,579022,586125,592832,609512,547094
petro-ca-35,CA,California,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,1836912,1892977,1879327,1915789,2027468,2089816,2219598,2251677,2403681,2458067,2502535,2655395,2734460,3048428,2872447,2976517,3244758,3611311,3654422,3733951,3477280,3210880,2874156,2979017,3213001,3125366,3186566,3319791,3515528,3567746,3505561,3254790,3245822,3155634,3304777,3313101,3380192,3292194,3315357,3423775,3571465,3585715,3704382,3520087,3670782,3741092,3786528,3795097,3553537,3409710,3251048,3180967,3085251,3104484,3090739,3201730,3316932,3392631,3406056,3385576,2672900
petro-co-17,CO,Colorado,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,161701,174643,183671,189938,195500,198500,212419,231730,251339,263952,273380,287557,311194,327648,322973,326510,344788,355019,375010,340605,327783,301714,308533,319872,325731,326922,334033,333845,336407,320489,326470,331410,340901,364253,371844,377856,391154,371516,402345,412819,438600,453248,434502,457424,490984,489645,506709,513431,486432,466476,483698,464964,459711,466883,483105,482498,484909,492761,515063,527895,439899
petro-ct-3,CT,Connecticut,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,362231,365569,378744,380064,389732,386912,412430,445943,485914,526530,558983,544345,605010,627116,574032,533254,555426,550634,563328,533199,502250,436491,435008,428078,466486,449592,471128,465403,497770,508810,439477,426380,422371,398029,382203,363702,402402,427410,417161,442382,428736,418855,382283,434313,451366,443947,391609,377002,339919,339055,332121,317733,301014,307540,308470,313742,295464,298477,316616,305083,262842
petro-dc-16,DC,District of Columbia,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,59884,56135,58579,60510,70175,92330,93935,102383,108713,120167,129410,121369,116424,122451,98379,75960,76714,84100,80033,57506,47702,40354,45763,43776,47271,39526,48221,43923,42714,43073,37962,35739,34547,36925,38150,36938,35034,32573,33591,33414,34442,33414,33375,29777,30534,28656,22535,21547,18444,22489,24147,22252,19385,18815,20152,20426,19508,16927,19025,18611,15535
petro-de-9,DE,Delaware,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,123940,117413,122925,128087,125502,133710,135477,125888,134583,145108,153982,154105,174116,194427,189686,174335,185462,189670,181109,191828,184800,138619,121917,122905,129111,122989,128005,131324,144931,141608,139496,139102,147977,147230,141387,126245,142557,131417,132144,136124,130824,138478,134057,136588,127465,135389,122657,119810,112725,85949,100945,114797,109104,101519,103187,109111,110341,112740,119651,120545,104819
petro-fl-37,FL,Florida,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,611909,634303,715541,735066,770772,822724,843702,847255,916508,974967,1065634,1168143,1328377,1431818,1347129,1378200,1477405,1502009,1580785,1629347,1650717,1624227,1416264,1417209,1318892,1324401,1503298,1469980,1579829,1574562,1567401,1545238,1567742,1615819,1667888,1596852,1605674,1654266,1837091,1837301,1907826,1941855,1892395,1931768,2095087,2130793,2018975,1938437,1717483,1578647,1716781,1613663,1553551,1593580,1618482,1700062,1743643,1761433,1850325,1811028,1491124
petro-ga-8,GA,Georgia,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,301423,298313,327690,343066,359649,390399,413509,454111,488707,520566,553586,596435,653498,719582,694383,655514,727308,757522,754682,742459,692211,652903,642879,685558,728111,771709,753485,791671,825122,797088,815477,780556,795239,872312,880083,924610,977292,938363,961594,1013518,1013420,1011020,1006589,1033435,1079645,1120350,1089023,1052558,946224,993679,1053529,1018931,958929,979485,952216,1001634,975434,1031494,1002838,1000518,880730
petro-hi-21,HI,Hawaii,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,94547,113496,108072,113818,122004,129295,144166,162476,181142,189090,195388,210390,216566,222784,210553,212880,218380,231980,235827,255346,249539,223133,203563,205190,216113,232123,227619,228894,268023,280097,292762,266571,272480,239247,257889,252252,238601,230468,233508,229893,235191,239817,257441,269414,282864,293847,295474,303540,239055,238944,262036,265802,258992,260439,249839,253735,251421,261251,260643,263501,187551
petro-ia-10,IA,Iowa,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,284968,276695,284716,290839,291326,293900,317679,331001,341249,348512,346563,358258,374107,395831,377015,373735,410376,417143,414715,425775,350023,328458,339038,318754,312600,313930,318227,309604,317882,312206,304549,304543,314515,339473,353616,361136,365993,362421,386346,401164,395259,381227,396593,375212,414787,428465,435701,420924,423828,416805,417440,415594,390908,414849,423364,413816,423722,406236,415300,426049,399747
petro-id-18,ID,Idaho,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,73643,77658,81066,79238,84040,86807,87936,104391,110706,105973,105159,107407,114019,117922,120239,125511,130343,134913,143602,135383,112680,98602,96011,100634,98726,101978,103914,105281,108434,115788,120117,120517,118730,128448,132069,140739,149928,146540,152565,165044,167339,155395,160021,140328,156496,159726,165353,162468,152495,144873,161393,158629,154464,158703,163573,176973,178001,178642,182559,184686,177281
petro-il-10,IL,Illinois,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,1101969,1102481,1116454,1146719,1163221,1216922,1232038,1283202,1380821,1430597,1487160,1491335,1642384,1707354,1643496,1621647,1671086,1711734,1779961,1679342,1447866,1264078,1167292,1197343,1098184,1088921,1111357,1159731,1207204,1104564,1101003,1052333,1078468,1102832,1108660,1121251,1169912,1169735,1164470,1273008,1259616,1230341,1196049,1238292,1285139,1403414,1340467,1324077,1274262,1191763,1200676,1167258,1125908,1157197,1183864,1231197,1237397,1240425,1241318,1226286,1044653
petro-in-20,IN,Indiana,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,600655,593230,603338,615254,620329,647426,659189,657294,701445,711119,731101,769271,823822,862088,851571,814685,877430,910868,929585,850765,742766,683466,638602,636475,715014,712406,758023,798618,771753,792209,815938,783275,779449,801174,829694,808870,815036,819146,816296,844706,850050,801895,852562,885902,865025,859731,860450,834645,778521,748168,720103,710565,683650,722450,735920,752450,728248,702192,705461,711590,653921
petro-ks-14,KS,Kansas,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,252417,253398,264169,268945,262682,276842,279358,282028,300262,305110,302912,306270,333077,352878,354364,384086,402421,408962,423333,439116,372660,335099,337084,344475,407423,391915,390775,395580,432737,411768,399100,366669,382061,352596,346720,353830,371416,374645,377110,420488,389363,377245,361909,419163,412120,341906,351672,402282,349719,346772,348085,328096,328989,338763,356424,341650,342746,335935,344308,353216,334914
petro-ky-12,KY,Kentucky,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,200419,199248,222878,228153,234448,255784,281670,292795,319352,341218,357631,360989,387962,417414,408739,415496,446144,478067,497715,502174,481043,432910,429833,449654,457857,444399,450380,481870,511647,527575,501555,497931,528196,526612,528177,540851,527252,563514,580206,606779,594541,627963,683158,644470,703989,697645,699444,690076,645708,640355,644288,630172,618904,583036,580655,591509,601441,579476,602986,607004,551168
petro-la-28,LA,Louisiana,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,466937,469790,489667,578993,626747,637032,695295,750617,820845,885800,900341,922075,1040684,1192015,1258807,1205113,1378762,1605874,1676335,1875478,1859619,1843551,1680330,1560429,1459360,1426499,1523944,1502306,1587062,1572980,1611729,1646691,1735750,1759008,1865978,1819022,1955598,1929691,1850600,1972528,2166184,1965937,1986027,1954979,2065896,1975571,2127341,2130984,2193330,2043436,1961760,1949561,1805699,1762204,1699441,1717087,1700587,1814813,1728838,1736633,1773989
petro-ma-33,MA,Massachusetts,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,804058,823920,844011,810041,838538,956316,969386,1042398,1084064,1134960,1240487,1251293,1307345,1309889,1161502,1124579,1215625,1195175,1171738,990909,910027,849197,798283,749558,803719,793263,903068,866120,877092,888008,806141,779969,767820,741938,718173,674294,676073,725016,745338,715870,739514,739924,711365,730803,736401,737337,648398,647827,621929,571590,587980,574822,537576,565322,564039,577785,558555,560827,576755,572724,449888
petro-md-17,MD,Maryland,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,353177,348191,369692,373975,391581,410242,432553,412949,439115,465103,528914,587854,650889,695256,671671,593652,607311,617684,627433,600818,532945,496635,472074,486226,517865,484616,485939,516249,533782,571851,505810,492584,494384,517723,520692,482528,502599,509621,542867,568415,546998,566433,544694,570714,590242,603981,538678,531469,507179,508869,498621,481726,471305,479557,485932,500326,474937,471586,479257,475839,399481
petro-me-25,ME,Maine,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,152342,168340,163744,168899,177055,171429,180137,193495,204211,216022,230972,281791,304132,294332,258683,222178,258409,263043,244392,223074,198340,194633,230398,177768,207391,209101,245667,234781,280038,258047,247447,236445,232092,239297,253439,243867,251711,256438,253121,266171,259350,227875,230101,265720,260353,263938,235253,233431,201971,202916,189960,188678,170443,182522,185917,194979,185694,181064,171133,166967,157551
petro-mi-45,MI,Michigan,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,713352,715745,739170,752116,762674,791646,824626,845652,899703,941717,955898,991998,1074861,1122745,1082014,1076579,1143534,1170987,1215137,1038344,906659,817824,745764,747226,782143,812411,848190,879671,911829,911714,871782,873873,876843,903733,904323,927445,949317,978548,982332,1034821,991862,980720,992007,968414,979694,978894,926618,919768,836361,803960,814659,795991,778484,831783,848097,865684,881345,871234,897753,883834,756395
petro-mn-5,MN,Minnesota,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,381283,374735,391131,397851,401486,424101,450411,433071,471719,498747,512466,527837,583054,602583,575569,556785,599225,584823,601144,567901,498349,450175,467279,460833,488996,481704,494237,487282,501511,503752,502903,509447,538597,547209,565003,585943,621533,614840,613318,641002,657500,652093,650633,671245,688025,700917,680945,678958,643535,592390,588043,575555,580555,597935,597456,589174,612898,606192,614236,625605,533504
petro-mo-18,MO,Missouri,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,403574,403064,420475,430599,437130,461941,476235,494891,544102,561646,571688,584900,612120,632136,610794,613301,644310,667599,694616,658767,560667,535243,543957,526714,537151,548611,561794,583414,607354,603202,586562,580164,600605,620426,652393,670662,701147,696979,744664,769363,674357,722516,723507,739036,744126,741961,736536,730638,675205,644923,646165,623569,599686,602277,615376,624361,620949,612770,620866,624382,577495
petro-ms-47,MS,Mississippi,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,142266,142103,155263,173232,180787,174275,185309,207865,234518,253123,272674,288999,330721,370581,378835,377776,420661,477480,511668,451900,382612,352407,314441,308251,311980,315257,335829,349660,380731,365367,374048,384670,399471,422266,401065,394455,417839,432969,461773,472228,455825,479661,428283,480507,480422,455899,469598,460954,422379,399814,379584,369307,373363,364394,367951,378294,387005,384594,380584,382866,369495
petro-mt-34,MT,Montana,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,106971,116813,120089,121231,123327,110675,118225,111571,124354,129121,126169,133161,146327,156521,158426,154673,166959,163936,172332,186730,163682,143907,130099,148093,140833,151737,133303,133216,135516,143576,142439,135154,139897,149526,148716,155992,166438,160519,159543,173185,165428,156398,161571,157136,176136,182921,194283,206442,192417,182759,171972,178561,174031,173979,169821,166421,168789,174323,173236,176740,175816
petro-nc-34,NC,North Carolina,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,418929,441038,462642,467240,473652,494612,535629,547089,565296,588078,618277,647225,708734,727331,685130,636312,706387,754860,743733,735741,658887,611184,600316,638834,705548,694797,730781,761413,799693,745095,715480,705946,734150,759709,769268,815328,852728,858408,868642,863324,906487,900456,876330,900018,930984,947056,918121,920732,883566,800208,876132,832922,805040,815711,837334,859970,881878,888078,910224,909928,811556
petro-nd-3,ND,North Dakota,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,101649,96651,104594,110136,109579,106897,112532,116513,122200,119620,115352,119462,120172,120862,117592,116903,116538,115140,120575,136221,126840,126589,122775,124191,122464,118168,118999,116746,115240,118036,112054,113247,117579,115068,116351,113693,118582,119917,112773,123412,119333,137162,123512,121722,133016,136531,136542,139972,137092,127395,147991,183811,198248,220660,234844,193411,164111,183667,189650,188375,163455
petro-ne-12,NE,Nebraska,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,136000,138374,141446,151176,147140,140541,151343,158852,177862,182782,192242,195489,211472,214162,210070,208267,229551,231193,246421,224645,189490,176315,184673,195549,187410,189263,191720,200556,215764,206709,205026,200522,203315,199079,206553,209703,232216,230493,243768,246043,221604,215468,222228,229099,233553,228762,228780,229195,219571,216122,243350,231069,232666,231443,234489,234781,233059,233912,239798,243807,228519
petro-nh-33,NH,New Hampshire,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,83382,88309,94812,98991,97142,96289,108409,112063,116297,129831,139870,149111,153180,150480,139001,137438,159996,158532,158511,137488,133609,122799,114853,112789,134577,129981,156111,166118,167452,173652,159032,146347,146937,147279,151807,150696,155699,159259,168062,173701,168959,166694,176568,200220,205481,190420,167795,165020,160994,154191,148245,147744,138420,144472,154927,152657,146371,152104,155604,152427,136823
petro-nj-50,NJ,New Jersey,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,955611,969056,1039261,1062840,1079414,1072225,1152190,1252470,1311960,1372768,1439875,1417667,1551304,1578425,1414664,1269139,1348518,1365149,1361982,1317117,1249507,1159200,1191430,1177466,1271714,1191379,1272286,1273285,1259554,1258947,1127887,1125667,1123664,1089682,1169163,1146903,1120749,1134515,1114078,1159974,1190347,1193427,1178970,1146359,1164799,1225835,1175190,1241757,1216492,1031174,920457,933574,886629,880294,858376,879495,890854,860175,891167,845575,689529
petro-nm-9,NM,New Mexico,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,106623,107071,114724,117912,125717,127993,126340,125949,143512,147150,155743,157066,173727,191733,193141,199475,202452,212605,215103,214617,201366,213772,187749,208526,202016,188716,188641,197109,198678,199118,210758,226518,231443,232189,221276,204586,206197,217240,228647,238816,231369,238316,243128,248457,255866,254624,268257,277635,241949,226849,226212,232851,233424,233501,241303,238905,237595,251292,259416,263935,239248
petro-nv-39,NV,Nevada,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,54380,62004,67559,71529,75647,69877,72019,75859,84601,87394,90440,96024,103141,110673,109083,115914,115566,127198,149414,138630,147127,130637,128355,138721,135708,135732,141930,153921,166087,175143,168907,174349,178800,190337,200260,206975,224190,214249,220582,225010,233204,247451,234506,239284,260161,275627,291217,285879,259144,237449,282610,267454,262284,269567,276224,268110,290348,307558,309086,307167,246322
petro-ny-11,NY,New York,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,1700047,1817656,1883701,1902730,1888516,2109451,2220867,2354677,2416843,2530375,2647016,2745083,2847192,2926764,2662440,2575898,2746055,2762674,2737616,2382107,2135731,1909639,1775955,1606417,1577749,1676368,1793211,1853579,1901048,1868573,1785597,1667903,1573605,1559483,1493381,1441869,1510247,1462905,1498639,1522476,1604698,1625732,1560207,1760002,1823746,1807239,1556773,1562784,1480358,1385199,1484498,1383815,1337923,1329678,1381051,1382323,1382963,1378834,1421632,1382268,1064264
petro-oh-23,OH,Ohio,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,796707,770467,805616,821093,858117,917461,940071,949735,1023914,1052349,1071430,1071726,1151713,1208961,1182948,1200334,1287362,1350669,1369852,1384084,1301153,1199908,1124585,1104882,1096264,1078973,1067822,1114991,1102825,1138457,1087841,1054525,1095319,1100196,1115705,1116216,1186247,1213463,1200238,1269430,1251551,1257823,1270998,1303901,1303260,1280172,1289366,1284301,1232449,1125256,1091571,1066852,1044685,1054456,1063412,1083304,1084702,1076474,1092044,1073589,984085
petro-ok-28,OK,Oklahoma,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,254680,257686,273079,283258,286214,294406,303667,313611,337999,346039,365166,369703,395038,414787,408315,421722,439476,457902,482959,465726,442550,435481,443116,461895,456031,458247,412111,412384,427135,436023,430559,433239,468171,457287,467102,434518,461885,457820,465618,491891,511661,581673,549321,545461,526834,557797,583533,563473,540101,505025,524117,507459,522670,506440,535767,523194,521511,546052,542673,526189,476117
petro-or-15,OR,Oregon,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,212447,218420,228614,235270,249225,248291,262945,262509,281035,293361,294478,311295,340285,344095,318409,306615,312312,338296,360125,363933,334332,333667,341618,308401,321691,317849,324839,332885,355757,352981,346180,359850,369828,360397,366782,358795,361561,358191,385362,393569,378765,352498,366296,358058,368456,374572,381213,374647,356012,348855,342182,330669,323129,322749,325353,322178,325702,332342,336400,329984,295130
petro-pa-44,PA,Pennsylvania,Consumption,Petroleum,"All petroleum products total consumption, excluding biofuels",Billion Btu,1120870,1100989,1146054,1174614,1193781,1245912,1284932,1308614,1377524,1448627,1528940,1558163,1650519,1655536,1602646,1469329,1623254,1716994,1713648,1621351,1436379,1297668,1191619,1227111,1276013,1223123,1281549,1340493,1361537,1363180,1311090,1266691,1283797,1314251,1345845,1310049,1297896,1312478,1348264,1343271,1407638,1431355,1403563,1446911,1475233,1498536,1430279,1402752,1380331,1245857,1238353,1206123,1155269,1181815,1207180,1187659,1139861,1152280,1171440,1135909,952294
